Date,Actual_Sales,Forecasted_Sales,Lower_Bound,Upper_Bound,Is_Forecast,Sales_Type,Year,Month,Month_Name,Day_of_Week,Week_of_Year,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,Store,StoreType,Assortment,CompetitionDistance,DayOfWeek,IsWeekend,Year_detail,Month_detail,Total_Stores_Open,Avg_Customers_Per_Store,Sales_Per_Customer,Promo_Penetration,Holiday_Penetration
2013-02-19,7988672.0,8434910.39971238,6762481.516649583,10011524.351288823,False,Historical,2013,2,February,Tuesday,8,7988672,832307,1.0,1.0,1.0,0.032403240324032405,1111,a,a,5409.099909991,1,0.0,2013,2,1111,749.1512151215121,9.598227577083936,1.0,1.0
2013-02-20,7759768.0,8033050.382522226,6352931.218484302,9529745.679727944,False,Historical,2013,2,February,Wednesday,8,7759768,829354,1.0,1.0,1.0,0.032403240324032405,1111,a,a,5409.099909991,2,0.0,2013,2,1111,746.4932493249325,9.356400282629613,1.0,1.0
2013-02-21,7611880.0,7756158.209936554,6188346.893150107,9405653.07268966,False,Historical,2013,2,February,Thursday,8,7611880,824817,1.0,1.0,1.0,0.032403240324032405,1111,a,a,5409.099909991,3,0.0,2013,2,1111,742.4095409540954,9.22856827635706,1.0,1.0
2013-02-22,7840974.0,8177954.04507679,6506926.364622089,9788300.790150698,False,Historical,2013,2,February,Friday,8,7840974,847496,1.0,1.0,1.0,0.03237410071942446,1112,a,a,5404.775179856115,4,0.0,2013,2,1112,762.136690647482,9.251930392591824,1.0,1.0
2013-02-23,5637945.0,6177602.949729269,4493469.8965323735,7774440.656350127,False,Historical,2013,2,February,Saturday,8,5637945,650724,1.0,0.0,1.0,0.0,1112,a,a,5404.775179856115,5,1.0,2013,2,1112,585.18345323741,8.664111051690117,0.0,1.0
2013-02-24,159057.0,328326.2872412171,-1338371.9192795176,1895514.0001803644,False,Historical,2013,2,February,Sunday,8,159057,30107,1.0,0.0,1.0,0.0,20,b,b,3888.5,6,1.0,2013,2,20,1505.35,5.2830570963563295,0.0,1.0
2013-02-25,5615365.0,6856222.116099824,5203979.945253146,8539127.912774295,False,Historical,2013,2,February,Monday,9,5615365,711387,1.0,0.0,1.0,0.0,1112,a,a,5404.775179856115,0,0.0,2013,2,1112,639.7365107913669,7.89354458262521,0.0,1.0
2013-02-26,5671238.0,5987507.341142352,4399622.220136399,7704154.219143973,False,Historical,2013,2,February,Tuesday,9,5671238,709154,1.0,0.0,1.0,0.0,1112,a,a,5404.775179856115,1,0.0,2013,2,1112,637.7284172661871,7.99718819889615,0.0,1.0
2013-02-27,6008503.0,5561907.374057605,3885104.665040584,7179693.878752639,False,Historical,2013,2,February,Wednesday,9,6008503,722458,1.0,0.0,1.0,0.0,1112,a,a,5404.775179856115,2,0.0,2013,2,1112,649.6924460431654,8.316750593114064,0.0,1.0
2013-02-28,7108972.0,5260812.290782484,3640925.818137285,6827310.497294187,False,Historical,2013,2,February,Thursday,9,7108972,819576,1.0,0.0,1.0,0.0,1112,a,a,5404.775179856115,3,0.0,2013,2,1112,737.0287769784172,8.673963122394994,0.0,1.0
2013-03-01,7244231.0,5660466.382592874,3995589.823833079,7224138.946484277,False,Historical,2013,3,March,Friday,9,7244231,839658,1.0,0.0,1.0,0.0,1112,a,a,5404.775179856115,4,0.0,2013,3,1112,755.0881294964029,8.627597188379077,0.0,1.0
2013-03-02,6779350.0,6045748.544122304,4522907.340342433,7667404.861994017,False,Historical,2013,3,March,Saturday,9,6779350,762452,1.0,0.0,1.0,0.0,1112,a,a,5404.775179856115,5,1.0,2013,3,1112,685.658273381295,8.891510547549222,0.0,1.0
2013-03-03,195229.0,149028.08219366954,-1461965.4160443428,1822062.758024513,False,Historical,2013,3,March,Sunday,9,195229,34977,1.0,0.0,1.0,0.0,21,b,b,3817.6190476190477,6,1.0,2013,3,21,1665.5714285714287,5.581639363009978,0.0,1.0
2013-03-04,11072682.0,10307655.265235323,8678787.835123152,11994823.713785147,False,Historical,2013,3,March,Monday,10,11072682,1097894,1.0,1.0,0.1467146714671467,0.025202520252025202,1111,a,a,5408.973897389739,0,0.0,2013,3,1111,988.2034203420342,10.085383470535406,1.0,0.1467146714671467
2013-03-05,8943536.0,9622211.960960286,7998381.68123059,11187810.868731763,False,Historical,2013,3,March,Tuesday,10,8943536,944806,1.0,1.0,0.0,0.025247971145175834,1109,a,a,5416.645626690713,1,0.0,2013,3,1109,851.9440937781785,9.466002544437695,1.0,0.0
2013-03-06,8062941.0,9174561.478990434,7516958.601553828,10797500.645630598,False,Historical,2013,3,March,Wednesday,10,8062941,877406,1.0,1.0,0.0,0.025247971145175834,1109,a,a,5416.645626690713,2,0.0,2013,3,1109,791.1686203787195,9.18952115668231,1.0,0.0
2013-03-07,7981811.0,8852931.777300434,7293187.148948576,10468424.526471918,False,Historical,2013,3,March,Thursday,10,7981811,877268,1.0,1.0,0.0,0.025247971145175834,1109,a,a,5416.645626690713,3,0.0,2013,3,1109,791.044183949504,9.09848643743987,1.0,0.0
2013-03-08,8118153.0,9236288.181243593,7619872.80050293,10748089.7506195,False,Historical,2013,3,March,Friday,10,8118153,894141,1.0,1.0,0.0,0.025247971145175834,1109,a,a,5416.645626690713,4,0.0,2013,3,1109,806.2587917042381,9.079276087328509,1.0,0.0
2013-03-09,6061383.0,7180826.69975467,5782878.242253027,8821096.295412358,False,Historical,2013,3,March,Saturday,10,6061383,695319,1.0,0.0,0.0,0.0,1109,a,a,5416.645626690713,5,1.0,2013,3,1109,626.9783588818756,8.71741315856463,0.0,0.0
2013-03-10,164917.0,1244400.4727995745,-289352.9626293444,2857425.8554598726,False,Historical,2013,3,March,Sunday,10,164917,29963,1.0,0.0,0.0,0.0,21,b,a,6665.714285714285,6,1.0,2013,3,21,1426.8095238095239,5.5040216266728965,0.0,0.0
2013-03-11,6194538.0,7796676.197148649,6277931.279288511,9368835.039740233,False,Historical,2013,3,March,Monday,11,6194538,744922,1.0,0.0,0.0,0.025247971145175834,1109,a,a,5416.645626690713,0,0.0,2013,3,1109,671.7060414788098,8.315686743041553,0.0,0.0
2013-03-12,5338418.0,6886878.690999189,5327245.657416954,8508714.987286892,False,Historical,2013,3,March,Tuesday,11,5338418,660813,1.0,0.0,0.0,0.025247971145175834,1109,a,a,5416.645626690713,1,0.0,2013,3,1109,595.863841298467,8.0785608031319,0.0,0.0
2013-03-13,5830737.0,6427255.0170583455,4856239.974303299,8039971.719391547,False,Historical,2013,3,March,Wednesday,11,5830737,711036,1.0,0.0,0.0,0.025247971145175834,1109,a,a,5416.645626690713,2,0.0,2013,3,1109,641.1505861136159,8.200340067169595,0.0,0.0
2013-03-14,6098093.0,6097080.415020311,4539273.118256521,7800204.525411461,False,Historical,2013,3,March,Thursday,11,6098093,738971,1.0,0.0,0.0,0.025247971145175834,1109,a,a,5416.645626690713,3,0.0,2013,3,1109,666.3399458972046,8.252141153035776,0.0,0.0
2013-03-15,6783348.0,6477753.428514312,4750203.328554641,8194041.66382055,False,Historical,2013,3,March,Friday,11,6783348,798499,1.0,0.0,0.0,0.025247971145175834,1109,a,a,5416.645626690713,4,0.0,2013,3,1109,720.0171325518485,8.495123976360647,0.0,0.0
2013-03-16,6459058.0,6841030.390606886,5226205.941791196,8466683.802401736,False,Historical,2013,3,March,Saturday,11,6459058,733085,1.0,0.0,0.0,0.0,1110,a,a,5412.576576576576,5,1.0,2013,3,1110,660.436936936937,8.810790017528664,0.0,0.0
2013-03-17,193072.0,883515.6184034649,-726110.7059193441,2461030.5058247424,False,Historical,2013,3,March,Sunday,11,193072,34420,1.0,0.0,0.0,0.0,24,b,c,12435.833333333334,6,1.0,2013,3,24,1434.1666666666667,5.609296920395119,0.0,0.0
2013-03-18,10078195.0,9897914.624572951,8307483.506774723,11401164.569206707,False,Historical,2013,3,March,Monday,12,10078195,999770,1.0,1.0,0.0,0.019801980198019802,1111,a,a,5408.3708370837085,0,0.0,2013,3,1111,899.8829882988299,10.080513518109164,1.0,0.0
2013-03-19,8528292.0,8994336.085339326,7478544.856788931,10676286.530376548,False,Historical,2013,3,March,Tuesday,12,8528292,887823,1.0,1.0,0.0,0.019801980198019802,1111,a,a,5408.3708370837085,1,0.0,2013,3,1111,799.1206120612061,9.605847111417479,1.0,0.0
2013-03-20,7728892.0,8556026.472416496,6976814.6041441485,10151570.36372782,False,Historical,2013,3,March,Wednesday,12,7728892,820715,1.0,1.0,0.0,0.0558055805580558,1111,a,a,5408.3708370837085,2,0.0,2013,3,1111,738.7173717371737,9.41726665163912,1.0,0.0
2013-03-21,7897067.0,8238886.545597889,6663078.35867502,9870304.416416444,False,Historical,2013,3,March,Thursday,12,7897067,861321,1.0,1.0,0.0,0.0558055805580558,1111,a,a,5408.3708370837085,3,0.0,2013,3,1111,775.2664266426642,9.168552723084657,1.0,0.0
2013-03-22,8245992.0,8637217.981706565,7067065.810205489,10354891.5972,False,Historical,2013,3,March,Friday,12,8245992,901334,1.0,1.0,0.0,0.0558055805580558,1111,a,a,5408.3708370837085,4,0.0,2013,3,1111,811.2817281728173,9.148652996558434,1.0,0.0
2013-03-23,6337911.0,6577959.110138041,4995235.898312455,8225568.936095829,False,Historical,2013,3,March,Saturday,12,6337911,713493,1.0,0.0,0.0,0.019801980198019802,1111,a,a,5408.3708370837085,5,1.0,2013,3,1111,642.2079207920792,8.882933679797839,0.0,0.0
2013-03-24,191036.0,618134.0863737811,-964532.7944761936,2284580.8415737743,False,Historical,2013,3,March,Sunday,12,191036,34607,1.0,0.0,0.0,0.03571428571428571,28,b,c,13497.5,6,1.0,2013,3,28,1235.9642857142858,5.5201548819602975,0.0,0.0
2013-03-25,10482556.0,9945014.397821492,8437842.160805475,11502552.601166803,False,Historical,2013,3,March,Monday,13,10482556,1044999,1.0,1.0,0.0,0.9072072072072072,1110,a,a,5389.378378378378,0,0.0,2013,3,1110,941.4405405405405,10.031163666185327,1.0,0.0
2013-03-26,9305505.0,9055672.47395193,7504641.333689206,10659821.178597672,False,Historical,2013,3,March,Tuesday,13,9305505,964981,1.0,1.0,0.0,0.9072072072072072,1110,a,a,5389.378378378378,1,0.0,2013,3,1110,869.3522522522522,9.643200228812795,1.0,0.0
2013-03-27,9674698.0,8622319.784664089,7024658.292521314,10207291.341312928,False,Historical,2013,3,March,Wednesday,13,9674698,1001042,1.0,1.0,0.0,0.9072072072072072,1110,a,a,5389.378378378378,2,0.0,2013,3,1110,901.8396396396396,9.664627458188567,1.0,0.0
2013-03-28,11417987.0,8320950.57201574,6709363.667319803,9933000.117772205,False,Historical,2013,3,March,Thursday,13,11417987,1177111,1.0,1.0,0.0,0.9072072072072072,1110,a,a,5389.378378378378,3,0.0,2013,3,1110,1060.4603603603603,9.700008750236808,1.0,0.0
2013-03-29,213921.0,7309402.571628461,5779522.379615855,8907497.89450208,False,Historical,2013,3,March,Friday,13,213921,35775,1.0,1.0,1.0,0.9375,16,b,b,1101.875,4,0.0,2013,3,16,2235.9375,5.979622641509434,1.0,1.0
2013-03-30,9380402.0,6419296.164397622,4726267.770891365,7981461.875356606,False,Historical,2013,3,March,Saturday,13,9380402,1020089,1.0,0.0,0.0,0.0,1111,a,a,5385.796579657966,5,1.0,2013,3,1111,918.1719171917192,9.195670181719438,0.0,0.0
2013-03-31,176418.0,278399.96250195365,-1373525.8246442222,1837407.9751082624,False,Historical,2013,3,March,Sunday,13,176418,30772,1.0,0.0,0.0,0.0,30,b,c,13385.0,6,1.0,2013,3,30,1025.7333333333333,5.733069023787859,0.0,0.0
2013-04-01,241076.0,5959060.54618926,4362223.471080537,7501275.44114244,False,Historical,2013,4,April,Monday,14,241076,41594,1.0,0.0,1.0,0.967741935483871,31,b,c,13330.0,0,0.0,2013,4,31,1341.741935483871,5.795932105592152,0.0,1.0
2013-04-02,7362049.0,6500573.895351036,4946186.630739659,8088731.924763357,False,Historical,2013,4,April,Tuesday,14,7362049,894066,1.0,0.0,0.0,0.9242560865644724,1109,a,a,5389.603246167719,1,0.0,2013,4,1109,806.1911632100991,8.234346233946935,0.0,0.0
2013-04-03,6406442.0,6065975.0670277,4458414.2662729295,7469907.32625544,False,Historical,2013,4,April,Wednesday,14,6406442,778768,1.0,0.0,0.0,0.9044183949504058,1109,a,a,5389.603246167719,2,0.0,2013,4,1109,702.2254283137962,8.226380642245188,0.0,0.0
2013-04-04,6496112.0,5768099.595221898,4248350.2573947245,7364588.927136599,False,Historical,2013,4,April,Thursday,14,6496112,789540,1.0,0.0,0.0,0.9044183949504058,1109,a,a,5389.603246167719,3,0.0,2013,4,1109,711.9386834986474,8.227717405071308,0.0,0.0
2013-04-05,6622062.0,6188772.789336179,4610169.72066787,7792238.910624808,False,Historical,2013,4,April,Friday,14,6622062,788012,1.0,0.0,0.0,0.9044183949504058,1109,a,a,5389.603246167719,4,0.0,2013,4,1109,710.560865644725,8.403504007553185,0.0,0.0
2013-04-06,6171054.0,6321825.430580722,4641503.243311844,7917392.111324472,False,Historical,2013,4,April,Saturday,14,6171054,714351,1.0,0.0,0.0,0.0,1109,a,a,5389.603246167719,5,1.0,2013,4,1109,644.1397655545536,8.638686024097398,0.0,0.0
2013-04-07,189097.0,323556.78072467406,-1254162.4820060043,1851230.4235932275,False,Historical,2013,4,April,Sunday,14,189097,35217,1.0,0.0,0.0,0.0,31,b,c,13330.0,6,1.0,2013,4,31,1136.032258064516,5.369480648550416,0.0,0.0
2013-04-08,10115602.0,9502742.512364049,7896752.82763401,11112607.550691346,False,Historical,2013,4,April,Monday,15,10115602,1031717,1.0,1.0,0.0,0.10379061371841156,1108,a,a,5384.1155234657035,0,0.0,2013,4,1108,931.1525270758123,9.804628594856924,1.0,0.0
2013-04-09,8418477.0,8615034.20865109,6885031.210091912,10228448.366330758,False,Historical,2013,4,April,Tuesday,15,8418477,894836,1.0,1.0,0.0,0.10379061371841156,1108,a,a,5384.1155234657035,1,0.0,2013,4,1108,807.6137184115523,9.407843448408423,1.0,0.0
