Date,Actual_Sales,Forecasted_Sales,Lower_Bound,Upper_Bound,Is_Forecast,Sales_Type,Year,Month,Month_Name,Day_of_Week,Week_of_Year
2013-07-30,10064515.0,9851077.731088186,8352614.306010869,11439898.90163636,False,Historical,2013,7,July,Tuesday,31
2013-07-31,10293490.0,9429338.04138858,7852004.948163475,11046574.958570125,False,Historical,2013,7,July,Wednesday,31
2013-08-01,8783485.0,9085828.87829642,7512175.089456766,10773593.90913537,False,Historical,2013,8,August,Thursday,31
2013-08-02,8085626.0,9518115.27321822,7829807.326672839,11015709.289451748,False,Historical,2013,8,August,Friday,31
2013-08-03,6320830.0,7034562.102762507,5420961.833615892,8610831.103797412,False,Historical,2013,8,August,Saturday,31
2013-08-04,252848.0,612409.8925852138,-939447.1451564098,2174605.2283231365,False,Historical,2013,8,August,Sunday,31
2013-08-05,7169893.0,7956377.993750232,6403048.938835869,9549137.788799679,False,Historical,2013,8,August,Monday,32
2013-08-06,6366382.0,6993846.5364497695,5431697.014578058,8591633.360447643,False,Historical,2013,8,August,Tuesday,32
2013-08-07,6414477.0,6522116.134946003,4858904.594400842,8106123.389103099,False,Historical,2013,8,August,Wednesday,32
2013-08-08,6430437.0,6185993.349149492,4548058.072814182,7718043.366388684,False,Historical,2013,8,August,Thursday,32
2013-08-09,6589299.0,6630831.9513298245,5032827.609371499,8158454.892441668,False,Historical,2013,8,August,Friday,32
2013-08-10,5881545.0,6847107.400879724,5238931.294006596,8409464.5083365,False,Historical,2013,8,August,Saturday,32
2013-08-11,243358.0,414281.8536446528,-1185195.7915233122,2149778.6009087437,False,Historical,2013,8,August,Sunday,32
2013-08-12,11137198.0,10447325.712283812,8760489.18157889,11944320.009355184,False,Historical,2013,8,August,Monday,33
2013-08-13,9179490.0,9504084.96693992,7947163.912981635,11173429.777417675,False,Historical,2013,8,August,Tuesday,33
2013-08-14,8509505.0,9055180.264043333,7501465.088464653,10599921.659156656,False,Historical,2013,8,August,Wednesday,33
2013-08-15,7029537.0,8696436.151851675,7027181.043256657,10323119.65853809,False,Historical,2013,8,August,Thursday,33
2013-08-16,8137427.0,9223270.33510811,7664227.14433341,10852012.609092891,False,Historical,2013,8,August,Friday,33
2013-08-17,5584570.0,6789614.838822051,5232221.234554922,8409363.914310971,False,Historical,2013,8,August,Saturday,33
2013-08-18,241793.0,360956.29074734193,-1264644.7209417012,1915950.2282844216,False,Historical,2013,8,August,Sunday,33
2013-08-19,6391105.0,7794938.699901932,6291600.995081978,9556745.255364953,False,Historical,2013,8,August,Monday,34
2013-08-20,5989832.0,6871720.797096991,5396082.155937074,8558504.789160259,False,Historical,2013,8,August,Tuesday,34
2013-08-21,5696932.0,6443589.882978756,4996711.087704805,8043420.685470123,False,Historical,2013,8,August,Wednesday,34
2013-08-22,5759988.0,6158961.804973535,4656517.6764281215,7771851.32275871,False,Historical,2013,8,August,Thursday,34
2013-08-23,6035936.0,6652705.136243569,5065553.859944852,8229219.55768243,False,Historical,2013,8,August,Friday,34
2013-08-24,5397910.0,6927336.860911685,5296349.385403959,8527742.660276957,False,Historical,2013,8,August,Saturday,34
2013-08-25,225182.0,491180.23444656515,-1154594.6359695664,2077176.1745533163,False,Historical,2013,8,August,Sunday,34
2013-08-26,10302422.0,10591692.17862812,9017003.406263994,12145222.375961334,False,Historical,2013,8,August,Monday,35
2013-08-27,8397061.0,9677957.435514724,8019546.24966375,11202675.894524239,False,Historical,2013,8,August,Tuesday,35
2013-08-28,7838558.0,8528708.639018646,7041943.168724538,10217650.514008334,False,Historical,2013,8,August,Wednesday,35
2013-08-29,7970501.0,7400663.694125143,5694250.6945235785,8991739.543306472,False,Historical,2013,8,August,Thursday,35
